antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,pair
DRY NOODLES/PASTA,CHICKEN,0.025284617421233783,0.02635923312931209,0.0011836346929558162,0.04681244225438867,1.7759409776732893,1.0,0.0005171515677640491,1.0214576962937394,0.44825210690722467,0.023456790123456788,0.021006935844329774,0.04585821521877484,1,1,"('CHICKEN', 'DRY NOODLES/PASTA')"
REFRGRATD DOUGH PRODUCTS,FROZEN PIZZA,0.02702113410892554,0.05513245806662617,0.002632029777757012,0.09740634005763688,1.7667694036047477,1.0,0.0011422882345839926,1.0468360059095807,0.4460478991213008,0.033098315707011355,0.04474053781603135,0.07257322652599357,1,1,"('FROZEN PIZZA', 'REFRGRATD DOUGH PRODUCTS')"
CANNED JUICES,SOUP,0.040710803781401364,0.05966453300939121,0.004290675761964834,0.10539403213465953,1.7664435941880328,1.0,0.0018616846659105638,1.0511169171321153,0.4523044611565302,0.04465515844071643,0.048631047887216436,0.08865368534428095,1,1,"('CANNED JUICES', 'SOUP')"
SOUP,CANNED JUICES,0.05966453300939121,0.040710803781401364,0.004290675761964834,0.07191333855390238,1.7664435941880325,1.0,0.0018616846659105638,1.033620281455056,0.46142126743079404,0.04465515844071643,0.03252672384458994,0.08865368534428095,1,1,"('CANNED JUICES', 'SOUP')"
SALD DRSNG/SNDWCH SPRD,VEGETABLES - ALL OTHERS,0.03088352100172873,0.029699886308772912,0.0016197106324658537,0.052445789208270296,1.7658582481771514,1.0,0.0007024735698999099,1.024004856545877,0.4475242540219399,0.027469624933967245,0.02344213154110346,0.05349085475096263,1,1,"('SALD DRSNG/SNDWCH SPRD', 'VEGETABLES - ALL OTHERS')"
CHICKEN,POTATOES,0.02635923312931209,0.024466975034652463,0.001136912270865455,0.0431314623338257,1.7628440897470492,1.0,0.0004919815719579919,1.0195058010212108,0.4444502267839646,0.022880426265475626,0.019132604249698492,0.04479934033304907,1,1,"('CHICKEN', 'POTATOES')"
CONVENIENT BRKFST/WHLSM SNACKS,FRZN MEAT/MEAT DINNERS,0.030525315765702627,0.06593312463984799,0.003543117008519055,0.11607142857142858,1.7604417992542478,1.0,0.001530487559468267,1.056722121619566,0.445561683412894,0.038132752262822665,0.05367742423394316,0.08490473519040308,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'FRZN MEAT/MEAT DINNERS')"
FRZN MEAT/MEAT DINNERS,CONVENIENT BRKFST/WHLSM SNACKS,0.06593312463984799,0.030525315765702627,0.003543117008519055,0.053738041809377586,1.7604417992542476,1.0,0.001530487559468267,1.024530972467773,0.46245165493858725,0.038132752262822665,0.02394361237189875,0.08490473519040308,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'FRZN MEAT/MEAT DINNERS')"
CANNED JUICES,COLD CEREAL,0.040710803781401364,0.05223566789702378,0.0037300066968804996,0.09162203519510329,1.7540128973889049,1.0,0.001603450670734318,1.043359007840463,0.4481221786669301,0.0418085013528847,0.04155713183538554,0.08151465504537514,1,1,"('CANNED JUICES', 'COLD CEREAL')"
REFRGRATD DOUGH PRODUCTS,VEGETABLES - SHELF STABLE,0.02702113410892554,0.055046800292793845,0.0026086685667118317,0.09654178674351585,1.7538128688681311,1.0,0.0011212415937330075,1.0459290599630002,0.4417503353036655,0.032830262642101135,0.04391221328588467,0.07196589973758052,1,1,"('REFRGRATD DOUGH PRODUCTS', 'VEGETABLES - SHELF STABLE')"
VEGETABLES - SHELF STABLE,REFRGRATD DOUGH PRODUCTS,0.055046800292793845,0.02702113410892554,0.0026086685667118317,0.04739001273164521,1.753812868868131,1.0,0.0011212415937330075,1.0213821804253052,0.4548518809015516,0.032830262642101135,0.020934554014249245,0.07196589973758052,1,1,"('REFRGRATD DOUGH PRODUCTS', 'VEGETABLES - SHELF STABLE')"
DRY NOODLES/PASTA,COLD CEREAL,0.025284617421233783,0.05223566789702378,0.0023127598934728774,0.09146904835232522,1.7510841161760435,1.0,0.0009920010149540078,1.043183317402835,0.4400517465844099,0.03075170842824601,0.04139571318140581,0.06787227015111788,1,1,"('COLD CEREAL', 'DRY NOODLES/PASTA')"
DRY NOODLES/PASTA,MILK BY-PRODUCTS,0.025284617421233783,0.033593421482969676,0.0014873304365431636,0.058823529411764705,1.7510431154381085,1.0,0.0006379336264760193,1.0268069896743448,0.44003802797772645,0.025915875169606514,0.026107135950493132,0.051548992336851285,1,1,"('DRY NOODLES/PASTA', 'MILK BY-PRODUCTS')"
MILK BY-PRODUCTS,DRY NOODLES/PASTA,0.033593421482969676,0.025284617421233783,0.0014873304365431636,0.04427445526193787,1.7510431154381083,1.0,0.0006379336264760193,1.0198695514054807,0.4438213111583832,0.025915875169606514,0.019482443983251215,0.051548992336851285,1,1,"('DRY NOODLES/PASTA', 'MILK BY-PRODUCTS')"
YOGURT,TROPICAL FRUIT,0.05181516609821053,0.05288978180628884,0.0047968353346104125,0.09257589419897805,1.7503550031278508,1.0,0.002056342505419443,1.04373491087462,0.4521136693207256,0.048012470771628984,0.04190231678460496,0.09163541470844072,1,1,"('TROPICAL FRUIT', 'YOGURT')"
CANNED JUICES,CRACKERS/MISC BKD FD,0.040710803781401364,0.04267314550919653,0.0030369574358734756,0.07459831675592961,1.7481325987523666,1.0,0.001299699382313387,1.0344987175026708,0.4461230411226352,0.03779802287264973,0.033348245791886715,0.07288309998380421,1,1,"('CANNED JUICES', 'CRACKERS/MISC BKD FD')"
CRACKERS/MISC BKD FD,CANNED JUICES,0.04267314550919653,0.040710803781401364,0.0030369574358734756,0.07116788321167883,1.7481325987523664,1.0,0.001299699382313387,1.0327907259878037,0.4470375102563685,0.03779802287264973,0.03174963248865469,0.07288309998380421,1,1,"('CANNED JUICES', 'CRACKERS/MISC BKD FD')"
DINNER MXS:DRY,FRZN MEAT/MEAT DINNERS,0.026880966842654456,0.06593312463984799,0.00309146692831223,0.11500579374275782,1.744279440280793,1.0,0.0013191207910358729,1.0554497066262667,0.438484245044627,0.03445582364172887,0.05253656927293207,0.08094685577063485,1,1,"('DINNER MXS:DRY', 'FRZN MEAT/MEAT DINNERS')"
BAKED SWEET GOODS,FROZEN PIZZA,0.04000218037969755,0.05513245806662617,0.0038468127521064026,0.09616507689312828,1.744255204020021,1.0,0.0016413942197491113,1.0453983551392938,0.444469133039831,0.04213938411669368,0.04342684768548804,0.08296954409628166,1,1,"('BAKED SWEET GOODS', 'FROZEN PIZZA')"
YOGURT,SALAD MIX,0.05181516609821053,0.025043218240433585,0.002258250401034123,0.04358280733393447,1.740303778672014,1.0,0.0009606318882723209,1.0193844163777743,0.4486337052228788,0.030271398747390398,0.019015806075056284,0.06687846834358414,1,1,"('SALAD MIX', 'YOGURT')"
ONIONS,CONDIMENTS/SAUCES,0.024871902692768927,0.03421638711084116,0.0014795433661947703,0.05948653725735755,1.7385394040772286,1.0,0.0006285167154758162,1.026868461906782,0.43563971258242085,0.02568261692349284,0.026165436863150215,0.051363660071555434,1,1,"('CONDIMENTS/SAUCES', 'ONIONS')"
FRUIT - SHELF STABLE,POTATOES,0.028944540484978742,0.024466975034652463,0.0012303571150461773,0.04250739843960183,1.7373377125451266,1.0,0.0005221717656107149,1.018841318852542,0.4370570861196183,0.02357857036263244,0.018492888444848078,0.0463969200982223,1,1,"('FRUIT - SHELF STABLE', 'POTATOES')"
POTATOES,FRUIT - SHELF STABLE,0.024466975034652463,0.028944540484978742,0.0012303571150461773,0.05028644175684277,1.7373377125451264,1.0,0.0005221717656107149,1.0224719349182965,0.43505105284493856,0.02357857036263244,0.0219780457055696,0.0463969200982223,1,1,"('FRUIT - SHELF STABLE', 'POTATOES')"
DRY NOODLES/PASTA,POTATOES,0.025284617421233783,0.024466975034652463,0.0010746157080783068,0.04250076994148445,1.7370667964180617,1.0,0.00045597760487224115,1.0188342657003806,0.4353238971984876,0.022076467765157575,0.018486093699875073,0.04321091966202166,1,1,"('DRY NOODLES/PASTA', 'POTATOES')"
REFRGRATD DOUGH PRODUCTS,CHEESE,0.02702113410892554,0.10122412745876747,0.004750112912520052,0.17579250720461095,1.736666065866738,1.0,0.002014922189397724,1.09047282437695,0.43596431197345314,0.038463963679929374,0.08296660160113785,0.1113595969364081,1,1,"('CHEESE', 'REFRGRATD DOUGH PRODUCTS')"
CHEESE,REFRGRATD DOUGH PRODUCTS,0.10122412745876747,0.02702113410892554,0.004750112912520052,0.04692668666820524,1.7366660658667379,1.0,0.002014922189397724,1.0208856467606808,0.4719575533704071,0.038463963679929374,0.02045836066649791,0.1113595969364081,1,1,"('CHEESE', 'REFRGRATD DOUGH PRODUCTS')"
REFRGRATD DOUGH PRODUCTS,EGGS,0.02702113410892554,0.04300020246382906,0.0020168512202339236,0.07463976945244957,1.7358004189686107,1.0,0.0008549369827478481,1.0341916217535077,0.4356691766014044,0.029657620519867173,0.03306120551966434,0.06077153267986477,1,1,"('EGGS', 'REFRGRATD DOUGH PRODUCTS')"
ONIONS,MILK BY-PRODUCTS,0.024871902692768927,0.033593421482969676,0.0014483950848011961,0.05823418910457107,1.7334997905495615,1.0,0.0006128627745596011,1.0261644321088415,0.4339248582668889,0.025402895383774927,0.02549730948584097,0.050674813606527536,1,1,"('MILK BY-PRODUCTS', 'ONIONS')"
MILK BY-PRODUCTS,ONIONS,0.033593421482969676,0.024871902692768927,0.0014483950848011961,0.043115438108484005,1.7334997905495613,1.0,0.0006128627745596011,1.0190655551800858,0.4378408951493336,0.025402895383774927,0.018708860370338747,0.050674813606527536,1,1,"('MILK BY-PRODUCTS', 'ONIONS')"
VEGETABLES - ALL OTHERS,BAKING NEEDS,0.029699886308772912,0.0209316450964818,0.0010746157080783068,0.03618248557944416,1.728602095662597,1.0,0.0004529482284572133,1.0158233693150214,0.43439948190650596,0.021684475172847266,0.015576890425046213,0.043760885646864936,1,1,"('BAKING NEEDS', 'VEGETABLES - ALL OTHERS')"
BAKING NEEDS,VEGETABLES - ALL OTHERS,0.0209316450964818,0.029699886308772912,0.0010746157080783068,0.05133928571428572,1.7286020956625967,1.0,0.0004529482284572133,1.0228104727851053,0.43050913102265387,0.021684475172847266,0.0223017591157358,0.043760885646864936,1,1,"('BAKING NEEDS', 'VEGETABLES - ALL OTHERS')"
SALAD MIX,HISPANIC,0.025043218240433585,0.03114828139357411,0.0013471631702720803,0.053793532338308456,1.7270144589552237,1.0,0.000567109961518367,1.0239326740184902,0.4317791928013116,0.024563396279994317,0.02337328871884209,0.048521766169154226,1,1,"('HISPANIC', 'SALAD MIX')"
BAKING MIXES,POTATOES,0.02438910433116853,0.024466975034652463,0.0010278932859879456,0.042145593869731796,1.7225502462008968,1.0,0.00043116567919971086,1.0184564780638228,0.429951543595526,0.021491370888961248,0.01812200959132809,0.04207852577000275,1,1,"('BAKING MIXES', 'POTATOES')"
DELI MEATS,FRUIT - SHELF STABLE,0.035462318366584124,0.028944540484978742,0.0017598778987369373,0.04962670180061485,1.7145444691502172,1.0,0.0007334373890841379,1.0217621447854452,0.4320771597052777,0.02809198259788689,0.02129864068316499,0.05521421180964291,1,1,"('DELI MEATS', 'FRUIT - SHELF STABLE')"
CANNED JUICES,COOKIES/CONES,0.040710803781401364,0.032690121322556026,0.0022816116120793037,0.056044376434583015,1.7144132284364655,1.0,0.0009507704973265205,1.0247408400659934,0.43439460729243407,0.03208146282711048,0.024143509362230572,0.0629197584888494,1,1,"('CANNED JUICES', 'COOKIES/CONES')"
FRZN VEGETABLE/VEG DSH,VEGETABLES - ALL OTHERS,0.029622015605288977,0.029699886308772912,0.0015029045772399507,0.05073606729758149,1.708291633513587,1.0,0.0006231340815261711,1.0221605185492737,0.4272766531027087,0.025993265993265992,0.02168007680508507,0.05066955436195278,1,1,"('FRZN VEGETABLE/VEG DSH', 'VEGETABLES - ALL OTHERS')"
PASTA SAUCE,FRZN MEAT/MEAT DINNERS,0.020986154588920555,0.06593312463984799,0.0023594823155632387,0.11243042671614101,1.7052191494075113,1.0,0.000975799569340822,1.052387219521576,0.4224303001078725,0.02790312183442306,0.04977941441116287,0.07410820969679732,1,1,"('FRZN MEAT/MEAT DINNERS', 'PASTA SAUCE')"
FRZN MEAT/MEAT DINNERS,PASTA SAUCE,0.06593312463984799,0.020986154588920555,0.0023594823155632387,0.035785992677453644,1.705219149407511,1.0,0.000975799569340822,1.0153491216432644,0.4427574978154585,0.02790312183442306,0.01511708762639487,0.07410820969679732,1,1,"('FRZN MEAT/MEAT DINNERS', 'PASTA SAUCE')"
VEGETABLES - ALL OTHERS,VEGETABLES - SHELF STABLE,0.029699886308772912,0.055046800292793845,0.0027877711847248826,0.09386470896696382,1.7051801097919876,1.0,0.001152887474367178,1.0428389767602095,0.42621007709967074,0.03401425178147268,0.041079186446691444,0.07225418218188338,1,1,"('VEGETABLES - ALL OTHERS', 'VEGETABLES - SHELF STABLE')"
VEGETABLES - SHELF STABLE,VEGETABLES - ALL OTHERS,0.055046800292793845,0.029699886308772912,0.0027877711847248826,0.05064365539680294,1.7051801097919874,1.0,0.001152887474367178,1.0220610197710154,0.43764250588737746,0.03401425178147268,0.02158483627128054,0.07225418218188338,1,1,"('VEGETABLES - ALL OTHERS', 'VEGETABLES - SHELF STABLE')"
CHEESE,DINNER MXS:DRY,0.10122412745876747,0.026880966842654456,0.004633306857294149,0.04577275175013463,1.7027941003038207,1.0,0.0019123044433983923,1.019797993551462,0.459213413226388,0.03752522704339052,0.019413642384718956,0.10906829939766291,1,1,"('CHEESE', 'DINNER MXS:DRY')"
DINNER MXS:DRY,CHEESE,0.026880966842654456,0.10122412745876747,0.004633306857294149,0.1723638470451912,1.7027941003038205,1.0,0.0019123044433983923,1.0859553069696655,0.4241309871579188,0.03752522704339052,0.07915179051845332,0.10906829939766291,1,1,"('CHEESE', 'DINNER MXS:DRY')"
COOKIES/CONES,PASTA SAUCE,0.032690121322556026,0.020986154588920555,0.0011680605522590292,0.03573130061934255,1.7026130474711436,1.0,0.0004820206126533004,1.0152915323704823,0.42661353512585215,0.022245291413317516,0.01506122318855525,0.045694963853270536,1,1,"('COOKIES/CONES', 'PASTA SAUCE')"
PASTA SAUCE,COOKIES/CONES,0.020986154588920555,0.032690121322556026,0.0011680605522590292,0.05565862708719852,1.7026130474711434,1.0,0.0004820206126533004,1.0243222487370183,0.42151343297036614,0.022245291413317516,0.023744723661921267,0.045694963853270536,1,1,"('COOKIES/CONES', 'PASTA SAUCE')"
DRY NOODLES/PASTA,CANNED JUICES,0.025284617421233783,0.040710803781401364,0.0017520908283885437,0.06929473360024639,1.7021214803895257,1.0,0.0007227337298648926,1.0307121178430807,0.4231982736505349,0.02727272727272728,0.029796989199419116,0.05616611201817981,1,1,"('CANNED JUICES', 'DRY NOODLES/PASTA')"
CANNED JUICES,DRY NOODLES/PASTA,0.040710803781401364,0.025284617421233783,0.0017520908283885437,0.043037490436113233,1.7021214803895255,1.0,0.0007227337298648926,1.0185512732604018,0.43000366191339484,0.02727272727272728,0.018213391654814528,0.05616611201817981,1,1,"('CANNED JUICES', 'DRY NOODLES/PASTA')"
BEEF,CONDIMENTS/SAUCES,0.06914918469373452,0.03421638711084116,0.004025915370119454,0.05822072072072073,1.7015449507313416,1.0,0.0016598800982395817,1.025488279619243,0.4429268350460687,0.040526769616681044,0.024854774184944164,0.08794058339176683,1,1,"('BEEF', 'CONDIMENTS/SAUCES')"
MILK BY-PRODUCTS,PASTA SAUCE,0.033593421482969676,0.020986154588920555,0.0011992088336526031,0.03569772832637923,1.7010133121398767,1.0,0.0004942120972402366,1.0152561848806243,0.4264407271320827,0.0224653537563822,0.015026931239446782,0.04642029273461819,1,1,"('MILK BY-PRODUCTS', 'PASTA SAUCE')"
CRACKERS/MISC BKD FD,COLD CEREAL,0.04267314550919653,0.05223566789702378,0.003784516189319254,0.08868613138686132,1.6978079338756644,1.0,0.0015554559323794925,1.0399977052311393,0.42932591335309234,0.04153136216031447,0.03845941681404944,0.08056846819790293,1,1,"('COLD CEREAL', 'CRACKERS/MISC BKD FD')"
BAKED SWEET GOODS,CANNED JUICES,0.04000218037969755,0.040710803781401364,0.002756622903331309,0.06891181623515671,1.692715688080787,1.0,0.0011281019870652185,1.0302882293487228,0.42628569328341204,0.03536110278693438,0.029397821392047687,0.0683120672606541,1,1,"('BAKED SWEET GOODS', 'CANNED JUICES')"
CANNED JUICES,BAKED SWEET GOODS,0.040710803781401364,0.04000218037969755,0.002756622903331309,0.06771231828615148,1.6927156880807868,1.0,0.0011281019870652185,1.0297227330683096,0.4266005889574829,0.03536110278693438,0.028864792544439136,0.0683120672606541,1,1,"('BAKED SWEET GOODS', 'CANNED JUICES')"
SALD DRSNG/SNDWCH SPRD,DRY BN/VEG/POTATO/RICE,0.03088352100172873,0.028601909389649426,0.0014951175068915572,0.048411497730711045,1.6925967099326031,1.0,0.0006117898375667771,1.0208173893377452,0.42223181427377626,0.025782194172149858,0.020392863165517264,0.05034242188468577,1,1,"('DRY BN/VEG/POTATO/RICE', 'SALD DRSNG/SNDWCH SPRD')"
BEEF,HISPANIC,0.06914918469373452,0.03114828139357411,0.003644348923048171,0.052702702702702706,1.691993918918919,1.0,0.0014904706600715003,1.022753597387668,0.4393629147431286,0.037705446342249434,0.022247389249752253,0.08485135135135136,1,1,"('BEEF', 'HISPANIC')"
PASTA SAUCE,COLD CEREAL,0.020986154588920555,0.05223566789702378,0.0018533227429176596,0.08831168831168833,1.6906395929651747,1.0,0.0007570969413752038,1.0395705637026946,0.41726465886021136,0.025968357883251504,0.038064336452307876,0.0618958560819026,1,1,"('COLD CEREAL', 'PASTA SAUCE')"
COLD CEREAL,PASTA SAUCE,0.05223566789702378,0.020986154588920555,0.0018533227429176596,0.035480023852116876,1.6906395929651745,1.0,0.0007570969413752038,1.0150270285962166,0.4310226333570155,0.025968357883251504,0.014804560049005712,0.0618958560819026,1,1,"('COLD CEREAL', 'PASTA SAUCE')"
BEEF,POTATOES,0.06914918469373452,0.024466975034652463,0.0028578548178604247,0.04132882882882884,1.689167899599154,1.0,0.0011659834422922501,1.0175887773631254,0.4383006728493256,0.03148863148863149,0.01728475957518233,0.07906670594846917,1,1,"('BEEF', 'POTATOES')"
BAKING MIXES,CONDIMENTS/SAUCES,0.02438910433116853,0.03421638711084116,0.0014094597330592284,0.05779054916985951,1.6889728591932225,1.0,0.0005749526979772733,1.0250200866041494,0.4181217903822793,0.024642614023144993,0.024409362246783035,0.049491542222617514,1,1,"('BAKING MIXES', 'CONDIMENTS/SAUCES')"
CHEESE,MEAT - SHELF STABLE,0.10122412745876747,0.031631079755174506,0.005388652681088321,0.05323486422032464,1.682992317441076,1.0,0.002186824232292098,1.0228185255758906,0.4515254974248889,0.04227503207282057,0.022309456668320387,0.11179714653655327,1,1,"('CHEESE', 'MEAT - SHELF STABLE')"
SOUP,POTATOES,0.05966453300939121,0.024466975034652463,0.0024529271597439613,0.04111198120595145,1.6803050294417166,1.0,0.0009931165201489888,1.0173586548638212,0.43055906519088477,0.030031461531127845,0.01706247327904685,0.0706832980504614,1,1,"('POTATOES', 'SOUP')"
DRY BN/VEG/POTATO/RICE,CHEESE,0.028601909389649426,0.10122412745876747,0.004859131897397561,0.1698883746256466,1.6783387408782433,1.0,0.0019639285757755694,1.082716884173154,0.4160732124302808,0.03888334995014955,0.07639751940907723,0.1089460336086922,1,1,"('CHEESE', 'DRY BN/VEG/POTATO/RICE')"
ONIONS,FRUIT - SHELF STABLE,0.024871902692768927,0.028944540484978742,0.0012069959040009967,0.04852849092047589,1.6766025684761023,1.0,0.0004870901095716946,1.0205828027940038,0.4138489375426332,0.02294256956779159,0.0201676951028915,0.04511439342902998,1,1,"('FRUIT - SHELF STABLE', 'ONIONS')"
REFRGRATD DOUGH PRODUCTS,POTATOES,0.02702113410892554,0.024466975034652463,0.0011057639894718808,0.0409221902017291,1.6725480016949865,1.0,0.0004446385758208035,1.0171573307180757,0.41327705001336895,0.02194744976816074,0.016867922198391134,0.04305816702957238,1,1,"('POTATOES', 'REFRGRATD DOUGH PRODUCTS')"
CRACKERS/MISC BKD FD,SALD DRSNG/SNDWCH SPRD,0.04267314550919653,0.03088352100172873,0.0022037409085953683,0.05164233576642336,1.6721647691509216,1.0,0.0008858439230522712,1.0218892254975036,0.4198908732012178,0.030885081305249373,0.021420350612706546,0.06149943313787633,1,1,"('CRACKERS/MISC BKD FD', 'SALD DRSNG/SNDWCH SPRD')"
CRACKERS/MISC BKD FD,HISPANIC,0.04267314550919653,0.03114828139357411,0.0022193150492921553,0.052007299270073,1.6696683394160585,1.0,0.0008901199050227685,1.0220033528321875,0.41895686686171585,0.030995106035889074,0.021529628813067515,0.061628649635036496,1,1,"('CRACKERS/MISC BKD FD', 'HISPANIC')"
HISPANIC,CRACKERS/MISC BKD FD,0.03114828139357411,0.04267314550919653,0.0022193150492921553,0.07125,1.6696683394160583,1.0,0.0008901199050227685,1.0307691569214574,0.41397321366880685,0.030995106035889074,0.029850676763897244,0.061628649635036496,1,1,"('CRACKERS/MISC BKD FD', 'HISPANIC')"
VEGETABLES - SHELF STABLE,BAKING NEEDS,0.055046800292793845,0.0209316450964818,0.0019234063760532013,0.03494129296930259,1.6693046728169272,1.0,0.0007711862886275302,1.0145168866627046,0.42430480319370617,0.025972660357518405,0.014309162177140698,0.06341558696084178,1,1,"('BAKING NEEDS', 'VEGETABLES - SHELF STABLE')"
PASTA SAUCE,YOGURT,0.020986154588920555,0.05181516609821053,0.0018143873911756919,0.08645640074211504,1.6685539631050388,1.0,0.0007269863053880501,1.0379196293116664,0.4092676115852348,0.025559455901711273,0.03653426357955495,0.06073646607589671,1,1,"('PASTA SAUCE', 'YOGURT')"
YOGURT,PASTA SAUCE,0.05181516609821053,0.020986154588920555,0.0018143873911756919,0.035016531409678385,1.6685539631050386,1.0,0.0007269863053880501,1.0145394996675476,0.42257442208970203,0.025559455901711273,0.014331132176038425,0.06073646607589671,1,1,"('PASTA SAUCE', 'YOGURT')"
MILK BY-PRODUCTS,POTATOES,0.033593421482969676,0.024466975034652463,0.0013705243813172609,0.04079740380157627,1.6674478043891856,1.0,0.0005485949765648841,1.017025004760877,0.4141953156590074,0.024175824175824177,0.016740006077706992,0.04840634034763727,1,1,"('MILK BY-PRODUCTS', 'POTATOES')"
LUNCHMEAT,CONVENIENT BRKFST/WHLSM SNACKS,0.04880935694373063,0.030525315765702627,0.0024840754411375354,0.05089342693044034,1.6672530866207367,1.0,0.0009941544081092679,1.0214602993411626,0.42074744936912717,0.032323437025027865,0.02100943066999701,0.06613548897542426,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'LUNCHMEAT')"
CONVENIENT BRKFST/WHLSM SNACKS,LUNCHMEAT,0.030525315765702627,0.04880935694373063,0.0024840754411375354,0.08137755102040817,1.6672530866207365,1.0,0.0009941544081092679,1.035453296523348,0.4128122615659599,0.032323437025027865,0.03423939702774275,0.06613548897542426,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'LUNCHMEAT')"
CRACKERS/MISC BKD FD,DRY NOODLES/PASTA,0.04267314550919653,0.025284617421233783,0.0017988132504789048,0.04215328467153285,1.667151373867849,1.0,0.00071983909211823,1.0176110300117431,0.41801234550425204,0.02718926553672317,0.01730624913876941,0.056647938917226234,1,1,"('CRACKERS/MISC BKD FD', 'DRY NOODLES/PASTA')"
DRY NOODLES/PASTA,CRACKERS/MISC BKD FD,0.025284617421233783,0.04267314550919653,0.0017988132504789048,0.07114259316291961,1.6671513738678487,1.0,0.00071983909211823,1.0306499656935142,0.41055517437426986,0.02718926553672317,0.02973848223328679,0.056647938917226234,1,1,"('CRACKERS/MISC BKD FD', 'DRY NOODLES/PASTA')"
LUNCHMEAT,FRUIT - SHELF STABLE,0.04880935694373063,0.028944540484978742,0.0023516952452148454,0.04818123803446076,1.6646053876538558,1.0,0.0009389308371112559,1.0202104626617756,0.41974447875129106,0.03118868119384489,0.019810091546253693,0.06471477828545745,1,1,"('FRUIT - SHELF STABLE', 'LUNCHMEAT')"
FRUIT - SHELF STABLE,LUNCHMEAT,0.028944540484978742,0.04880935694373063,0.0023516952452148454,0.08124831853645413,1.6646053876538556,1.0,0.0009389308371112559,1.0353076486794006,0.41115779407919906,0.03118868119384489,0.0341035331135028,0.06471477828545745,1,1,"('FRUIT - SHELF STABLE', 'LUNCHMEAT')"
ONIONS,FRZN VEGETABLE/VEG DSH,0.024871902692768927,0.029622015605288977,0.0012225700446977837,0.04915466499686913,1.6593963642397318,1.0,0.0004858141549993536,1.0205424043979938,0.40750669068545087,0.022949861131413538,0.020128908225142763,0.04521350494848714,1,1,"('FRZN VEGETABLE/VEG DSH', 'ONIONS')"
TROPICAL FRUIT,TOMATOES,0.05288978180628884,0.02336121104518058,0.002047999501627498,0.03872202591283864,1.6575350412249708,1.0,0.000812430146717232,1.0159795764406698,0.4188472434257259,0.027599958022877537,0.015728245735659254,0.06319434628975265,1,1,"('TOMATOES', 'TROPICAL FRUIT')"
TOMATOES,TROPICAL FRUIT,0.02336121104518058,0.05288978180628884,0.002047999501627498,0.08766666666666667,1.6575350412249705,1.0,0.000812430146717232,1.038118616945975,0.40618344120379324,0.027599958022877537,0.0367189416736553,0.06319434628975265,1,1,"('TOMATOES', 'TROPICAL FRUIT')"
POTATOES,MEAT - SHELF STABLE,0.024466975034652463,0.031631079755174506,0.0012770795371365386,0.052196053469127944,1.6501508602655028,1.0,0.000503162698447583,1.0216974974510549,0.4038764359513707,0.023295454545454546,0.021236713905227515,0.046285126685327145,1,1,"('MEAT - SHELF STABLE', 'POTATOES')"
ONIONS,BEEF,0.024871902692768927,0.06914918469373452,0.002834493606815244,0.11396368190356919,1.6480842457987106,1.0,0.0011146218138283724,1.050578623352725,0.4032648658439242,0.031084543125533732,0.04814358699905092,0.0774773364472801,1,1,"('BEEF', 'ONIONS')"
SOUP,REFRGRATD DOUGH PRODUCTS,0.05966453300939121,0.02702113410892554,0.002655390988802193,0.04450535108326808,1.647057111069487,1.0,0.0010431876408090184,1.0182986027123906,0.4177833607218803,0.03160040774719673,0.01796978083211512,0.071388122227513,1,1,"('REFRGRATD DOUGH PRODUCTS', 'SOUP')"
FRZN VEGETABLE/VEG DSH,FRZN MEAT/MEAT DINNERS,0.029622015605288977,0.06593312463984799,0.003216060053886527,0.10856992639327025,1.6466673919417716,1.0,0.0012629880068994867,1.0478296649572452,0.40470087368292085,0.03482880755608029,0.04564641234813365,0.07867376678704495,1,1,"('FRZN MEAT/MEAT DINNERS', 'FRZN VEGETABLE/VEG DSH')"
CHICKEN,FRUIT - SHELF STABLE,0.02635923312931209,0.028944540484978742,0.001253718326091358,0.04756277695716396,1.6432382812174016,1.0,0.0004907624356269912,1.0195479933183458,0.40204307801870737,0.02319550497046535,0.01917319581466934,0.04543863894939178,1,1,"('CHICKEN', 'FRUIT - SHELF STABLE')"
FRUIT - SHELF STABLE,CHICKEN,0.028944540484978742,0.02635923312931209,0.001253718326091358,0.04331450094161959,1.6432382812174013,1.0,0.0004907624356269912,1.0177229275754631,0.4031134647991038,0.02319550497046535,0.017414295281412938,0.04543863894939178,1,1,"('CHICKEN', 'FRUIT - SHELF STABLE')"
SALAD MIX,CONVENIENT BRKFST/WHLSM SNACKS,0.025043218240433585,0.030525315765702627,0.001253718326091358,0.05006218905472637,1.6400219882729212,1.0,0.0004892661815127191,1.0205664761039281,0.4002762839599034,0.023082437275985662,0.020152020064819122,0.04556680881307747,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'SALAD MIX')"
